HYPERPARAMETERS OF EACH ITERATION:
|   iter    |  target   | baggin... | baggin... | featur... | lambda_l1 | lambda_l2 | min_ch... | num_le... |
|  243      |  0.9957   |  0.8677   |  6.131    |  0.4585   |  2.838    |  1.611    |  27.79    |  47.97    |
|  244      |  0.9975   |  0.6514   |  1.614    |  0.9501   |  7.418    |  4.21     |  62.91    |  108.0    |
|  245      |  0.9973   |  0.7286   |  3.757    |  0.5036   |  1.653    |  4.147    |  81.95    |  91.94    |
|  246      |  0.9973   |  0.6593   |  3.046    |  0.5648   |  2.819    |  0.3155   |  32.28    |  42.33    |
|  247      |  0.9973   |  0.8411   |  4.649    |  0.6452   |  3.28     |  0.8206   |  29.87    |  45.8     |
|  248      |  0.9976   |  0.6983   |  4.257    |  0.9411   |  1.152    |  3.756    |  83.61    |  93.08    |
|  249      |  0.9976   |  0.6974   |  2.277    |  0.807    |  0.4682   |  9.891    |  6.588    |  250.2    |
|  250      |  0.9956   |  0.6242   |  6.923    |  0.4073   |  0.6162   |  3.356    |  28.86    |  47.45    |
|  251      |  0.9974   |  0.5551   |  4.933    |  0.913    |  7.435    |  7.358    |  90.61    |  118.1    |
|  252      |  0.9976   |  0.8855   |  3.879    |  0.9686   |  3.899    |  0.6552   |  24.92    |  115.2    |
|  253      |  0.9975   |  0.8803   |  6.266    |  0.9637   |  3.535    |  7.777    |  16.22    |  23.05    |
|  254      |  0.9973   |  0.9184   |  2.734    |  0.701    |  3.345    |  8.232    |  35.23    |  39.43    |
|  255      |  0.9957   |  0.7987   |  3.72     |  0.4484   |  1.188    |  5.36     |  26.31    |  165.3    |
|  256      |  0.9957   |  0.5449   |  1.521    |  0.4517   |  7.276    |  4.52     |  85.05    |  35.65    |
|  257      |  0.9957   |  0.9296   |  2.934    |  0.4659   |  1.545    |  0.8029   |  87.26    |  249.2    |
|  258      |  0.9975   |  0.7599   |  2.65     |  0.8418   |  9.492    |  3.926    |  72.27    |  115.8    |
|  259      |  0.9972   |  0.7324   |  3.815    |  0.7063   |  6.114    |  8.924    |  60.97    |  180.6    |
|  260      |  0.9973   |  0.9333   |  2.531    |  0.5402   |  3.658    |  0.1725   |  81.22    |  95.52    |
|  261      |  0.9957   |  0.4991   |  6.744    |  0.4097   |  6.148    |  2.745    |  83.51    |  238.0    |
|  262      |  0.9976   |  0.7462   |  2.993    |  0.9239   |  0.1172   |  0.5827   |  78.15    |  93.14    |
|  263      |  0.9972   |  0.7019   |  1.014    |  0.6534   |  9.616    |  3.818    |  36.67    |  52.39    |
|  264      |  0.9972   |  0.6709   |  5.085    |  0.6232   |  7.209    |  5.891    |  70.26    |  140.4    |
|  265      |  0.9973   |  0.8753   |  5.821    |  0.5284   |  2.323    |  5.588    |  88.9     |  191.1    |
|  266      |  0.9974   |  0.4762   |  1.078    |  0.7673   |  9.192    |  3.505    |  29.87    |  145.9    |
|  267      |  0.9974   |  0.9712   |  1.743    |  0.5645   |  0.5791   |  3.794    |  73.69    |  103.1    |
|  268      |  0.9973   |  0.6583   |  2.108    |  0.5149   |  0.9821   |  9.741    |  29.37    |  235.5    |
|  269      |  0.9976   |  0.9657   |  4.789    |  0.786    |  0.632    |  1.181    |  68.63    |  110.2    |
|  270      |  0.9975   |  0.8878   |  4.318    |  0.9712   |  7.355    |  6.175    |  36.24    |  113.6    |
|  271      |  0.9957   |  0.499    |  4.508    |  0.4849   |  2.97     |  5.606    |  60.71    |  158.5    |
|  272      |  0.9973   |  0.6754   |  6.847    |  0.6518   |  0.1645   |  2.403    |  84.05    |  94.82    |
|  273      |  0.9976   |  0.8938   |  5.076    |  0.9352   |  3.714    |  4.974    |  21.19    |  188.1    |
|  274      |  0.9973   |  0.9886   |  5.795    |  0.5828   |  9.463    |  4.351    |  10.34    |  60.79    |
|  275      |  0.9975   |  0.8349   |  1.321    |  0.8888   |  7.032    |  6.985    |  11.54    |  30.92    |
|  276      |  0.9975   |  0.9147   |  2.171    |  0.8026   |  5.435    |  8.479    |  50.73    |  33.15    |
|  277      |  0.9956   |  0.5078   |  4.214    |  0.4306   |  2.532    |  0.7497   |  31.08    |  48.36    |
|  278      |  0.9976   |  0.6066   |  5.374    |  0.8604   |  2.225    |  5.083    |  31.72    |  49.1     |
|  279      |  0.9974   |  0.8941   |  1.041    |  0.6548   |  1.846    |  0.5109   |  44.55    |  175.4    |
|  280      |  0.9975   |  0.4274   |  4.845    |  0.8094   |  1.562    |  4.268    |  89.68    |  58.07    |
|  281      |  0.9976   |  0.8775   |  5.81     |  0.9388   |  2.178    |  2.024    |  31.87    |  48.13    |
|  282      |  0.9973   |  0.7451   |  4.968    |  0.5176   |  5.528    |  3.106    |  23.27    |  101.4    |
|  283      |  0.9973   |  0.8084   |  4.015    |  0.6254   |  1.811    |  5.719    |  13.33    |  14.4     |
|  284      |  0.9972   |  0.4934   |  1.777    |  0.7166   |  7.404    |  6.819    |  8.161    |  240.4    |
|  285      |  0.9971   |  0.8624   |  4.709    |  0.6048   |  0.8977   |  5.931    |  45.93    |  7.214    |
|  286      |  0.9975   |  0.9858   |  6.34     |  0.7828   |  7.098    |  2.083    |  53.38    |  18.95    |
|  287      |  0.9973   |  0.647    |  6.556    |  0.6999   |  2.61     |  3.767    |  19.08    |  108.4    |
|  288      |  0.9957   |  0.6278   |  2.427    |  0.4578   |  8.212    |  9.146    |  7.938    |  239.5    |
|  289      |  0.9976   |  0.9196   |  2.844    |  0.7561   |  1.016    |  3.846    |  83.07    |  92.07    |
|  290      |  0.9957   |  0.5854   |  4.65     |  0.4747   |  5.414    |  5.117    |  46.1     |  13.16    |
|  291      |  0.9972   |  0.6384   |  4.761    |  0.5876   |  7.089    |  3.856    |  66.34    |  251.4    |
|  292      |  0.9973   |  0.4349   |  3.778    |  0.7385   |  3.95     |  0.321    |  29.23    |  46.75    |
|  293      |  0.9957   |  0.9808   |  3.7      |  0.4834   |  0.8355   |  2.154    |  30.14    |  47.34    |
|  294      |  0.9972   |  0.5434   |  1.934    |  0.5758   |  6.92     |  1.341    |  58.01    |  67.0     |
|  295      |  0.9922   |  0.4023   |  3.752    |  0.6981   |  1.573    |  3.533    |  22.22    |  3.827    |
|  296      |  0.9957   |  0.8361   |  4.816    |  0.4697   |  0.9457   |  4.511    |  91.29    |  49.67    |
|  297      |  0.9956   |  0.5759   |  4.642    |  0.4799   |  1.626    |  3.282    |  32.46    |  46.87    |
|  298      |  0.9972   |  0.513    |  2.56     |  0.7392   |  3.378    |  0.4514   |  46.24    |  44.0     |
|  299      |  0.9957   |  0.9887   |  4.776    |  0.4637   |  0.8994   |  9.643    |  84.51    |  55.69    |
|  300      |  0.9972   |  0.554    |  3.864    |  0.6377   |  4.241    |  6.116    |  50.19    |  214.0    |
|  301      |  0.9957   |  0.895    |  4.991    |  0.4647   |  1.814    |  3.401    |  46.7     |  202.0    |
|  302      |  0.9976   |  0.7068   |  2.952    |  0.7622   |  0.411    |  0.3382   |  81.64    |  95.64    |
|  303      |  0.9973   |  0.7928   |  4.635    |  0.6269   |  3.683    |  1.831    |  31.12    |  46.66    |
|  304      |  0.9973   |  0.6878   |  4.866    |  0.632    |  1.262    |  8.623    |  35.49    |  49.69    |
|  305      |  0.9976   |  0.6164   |  4.682    |  0.7614   |  1.247    |  3.343    |  89.69    |  57.96    |
|  306      |  0.9973   |  0.8181   |  4.922    |  0.6875   |  3.449    |  1.54     |  87.57    |  59.18    |
|  307      |  0.9972   |  0.9874   |  5.655    |  0.5845   |  3.019    |  6.209    |  74.25    |  11.13    |
|  308      |  0.9976   |  0.9208   |  4.265    |  0.764    |  0.862    |  4.128    |  89.59    |  58.66    |
|  309      |  0.9971   |  0.4996   |  6.411    |  0.5165   |  8.482    |  1.382    |  93.19    |  139.8    |
|  310      |  0.9972   |  0.501    |  6.871    |  0.6469   |  7.016    |  3.696    |  16.23    |  163.5    |
|  311      |  0.9957   |  0.9355   |  1.525    |  0.4899   |  2.11     |  1.452    |  72.1     |  244.5    |
|  312      |  0.9957   |  0.8048   |  2.898    |  0.4578   |  6.12     |  6.526    |  71.41    |  82.46    |
|  313      |  0.9975   |  0.7522   |  4.389    |  0.7651   |  2.94     |  5.27     |  95.41    |  14.57    |
|  314      |  0.9972   |  0.6581   |  4.511    |  0.6491   |  8.845    |  8.593    |  33.09    |  100.1    |
|  315      |  0.9973   |  0.7271   |  5.671    |  0.5996   |  3.319    |  2.325    |  31.33    |  48.96    |
|  316      |  0.9973   |  0.7825   |  5.627    |  0.6614   |  0.4796   |  4.195    |  89.45    |  58.45    |
|  317      |  0.9957   |  0.5289   |  1.902    |  0.4819   |  7.277    |  6.045    |  62.95    |  109.1    |
|  318      |  0.9957   |  0.7911   |  2.532    |  0.451    |  9.184    |  8.087    |  69.76    |  176.8    |
|  319      |  0.9975   |  0.4771   |  1.697    |  0.974    |  4.066    |  1.602    |  79.0     |  170.8    |
|  320      |  0.9971   |  0.9066   |  2.531    |  0.5804   |  2.37     |  2.443    |  35.41    |  8.047    |
|  321      |  0.9972   |  0.4555   |  1.963    |  0.6806   |  2.651    |  2.975    |  85.34    |  92.27    |
|  322      |  0.9972   |  0.4033   |  4.022    |  0.7335   |  5.023    |  2.768    |  19.65    |  52.88    |
|  323      |  0.9974   |  0.7803   |  5.868    |  0.6231   |  1.313    |  1.931    |  30.53    |  46.97    |
|  324      |  0.9975   |  0.8295   |  1.182    |  0.9619   |  4.129    |  9.161    |  58.27    |  133.1    |
|  325      |  0.9975   |  0.7331   |  5.015    |  0.8868   |  6.102    |  3.681    |  44.74    |  47.99    |
|  326      |  0.9975   |  0.5214   |  3.039    |  0.9945   |  7.007    |  3.524    |  44.47    |  110.7    |
|  327      |  0.9974   |  0.8271   |  4.264    |  0.5967   |  1.509    |  0.9281   |  30.07    |  45.98    |
|  328      |  0.9973   |  0.8679   |  3.188    |  0.7046   |  2.281    |  2.639    |  29.55    |  45.9     |
|  329      |  0.9975   |  0.6983   |  1.428    |  0.9255   |  7.8      |  5.392    |  62.91    |  107.3    |
|  330      |  0.9975   |  0.8903   |  3.226    |  0.8946   |  4.294    |  2.073    |  79.81    |  93.35    |
|  331      |  0.9957   |  0.6665   |  5.009    |  0.449    |  2.198    |  4.31     |  30.58    |  49.06    |
|  332      |  0.9976   |  0.9036   |  2.59     |  0.9654   |  3.328    |  2.364    |  29.28    |  46.66    |
|  333      |  0.9975   |  0.5098   |  5.914    |  0.9626   |  1.957    |  2.526    |  27.91    |  49.33    |
|  334      |  0.9972   |  0.7872   |  3.922    |  0.6925   |  8.666    |  9.555    |  71.62    |  157.8    |
|  335      |  0.9972   |  0.4161   |  3.332    |  0.6151   |  3.95     |  1.044    |  29.1     |  47.82    |
|  336      |  0.9975   |  0.6635   |  4.238    |  0.9935   |  6.712    |  5.647    |  14.81    |  95.36    |
|  337      |  0.9972   |  0.5515   |  1.413    |  0.6943   |  1.299    |  7.769    |  50.97    |  161.0    |
|  338      |  0.9972   |  0.8012   |  1.479    |  0.509    |  8.314    |  5.744    |  69.3     |  98.16    |
|  339      |  0.9973   |  0.963    |  1.206    |  0.6015   |  3.419    |  3.226    |  79.53    |  94.45    |
|  340      |  0.9972   |  0.6324   |  5.456    |  0.5432   |  3.358    |  5.546    |  77.22    |  149.9    |
|  341      |  0.9957   |  0.8432   |  2.412    |  0.4352   |  7.855    |  7.087    |  56.92    |  226.9    |
|  342      |  0.9957   |  0.6608   |  3.115    |  0.453    |  3.563    |  5.261    |  18.08    |  49.4     |
|  343      |  0.9975   |  0.9374   |  4.605    |  0.8431   |  7.939    |  6.749    |  35.88    |  197.3    |
|  344      |  0.9973   |  0.9719   |  4.009    |  0.6739   |  6.133    |  1.709    |  78.89    |  187.1    |
|  345      |  0.9975   |  0.629    |  2.719    |  0.7994   |  4.99     |  6.253    |  85.77    |  238.1    |
|  346      |  0.9972   |  0.5117   |  3.657    |  0.6131   |  4.482    |  0.01649  |  44.08    |  35.34    |
|  347      |  0.9974   |  0.5285   |  1.374    |  0.993    |  0.9676   |  8.602    |  92.3     |  8.305    |
|  348      |  0.9974   |  0.7535   |  5.641    |  0.5315   |  0.3667   |  3.356    |  27.23    |  115.2    |
|  349      |  0.9976   |  0.6969   |  3.667    |  0.8244   |  2.71     |  2.65     |  28.93    |  45.75    |
|  350      |  0.9956   |  0.6038   |  6.105    |  0.4093   |  1.913    |  2.291    |  28.99    |  49.58    |
|  351      |  0.9974   |  0.8844   |  4.654    |  0.6741   |  2.143    |  3.82     |  26.88    |  167.0    |
|  352      |  0.9971   |  0.4644   |  3.931    |  0.7299   |  9.792    |  8.357    |  32.42    |  100.3    |
|  353      |  0.9973   |  0.7857   |  4.458    |  0.5142   |  2.318    |  1.911    |  29.28    |  46.06    |
|  354      |  0.9971   |  0.4611   |  2.598    |  0.6011   |  8.782    |  8.704    |  64.69    |  73.88    |
|  355      |  0.9973   |  0.7823   |  6.432    |  0.7189   |  1.12     |  2.134    |  82.32    |  90.29    |
|  356      |  0.9973   |  0.5091   |  1.564    |  0.7242   |  2.879    |  3.285    |  29.47    |  46.57    |
|  357      |  0.9974   |  0.5922   |  5.655    |  0.9755   |  7.679    |  6.476    |  94.03    |  74.98    |
|  358      |  0.9975   |  0.7264   |  4.063    |  0.7865   |  7.527    |  4.033    |  39.04    |  132.7    |
|  359      |  0.9973   |  0.5593   |  5.163    |  0.6431   |  2.651    |  5.242    |  32.38    |  49.32    |
|  360      |  0.9957   |  0.9262   |  5.24     |  0.4046   |  0.8819   |  5.24     |  59.31    |  174.2    |
|  361      |  0.9973   |  0.9443   |  2.851    |  0.5734   |  3.162    |  3.283    |  80.34    |  94.0     |
|  362      |  0.9976   |  0.8856   |  4.529    |  0.8763   |  2.21     |  2.794    |  48.08    |  163.1    |
|  363      |  0.9976   |  0.8328   |  5.384    |  0.8965   |  1.904    |  1.538    |  82.69    |  94.19    |
|  364      |  0.9975   |  0.9298   |  1.427    |  0.9443   |  5.977    |  0.7039   |  75.62    |  91.93    |
|  365      |  0.9974   |  0.7129   |  2.886    |  0.7304   |  0.6277   |  0.4224   |  78.9     |  92.53    |
|  366      |  0.9972   |  0.5213   |  3.065    |  0.5316   |  9.25     |  9.252    |  19.17    |  140.4    |
|  367      |  0.9957   |  0.8036   |  3.123    |  0.4037   |  2.063    |  9.153    |  87.16    |  202.6    |
|  368      |  0.9972   |  0.4381   |  1.149    |  0.5233   |  7.411    |  6.501    |  8.192    |  240.8    |
|  369      |  0.9976   |  0.7087   |  3.282    |  0.7897   |  0.6798   |  1.268    |  77.56    |  93.15    |
|  370      |  0.9975   |  0.4321   |  6.382    |  0.9275   |  1.895    |  4.003    |  27.68    |  47.33    |
|  371      |  0.9972   |  0.5094   |  1.784    |  0.6654   |  8.006    |  6.742    |  12.82    |  203.9    |
|  372      |  0.9974   |  0.9336   |  5.787    |  0.6993   |  1.169    |  1.477    |  68.47    |  110.8    |
|  373      |  0.9976   |  0.7899   |  4.63     |  0.8047   |  0.09638  |  9.526    |  82.89    |  56.51    |
|  374      |  0.9976   |  0.4989   |  4.928    |  0.8884   |  0.8162   |  1.313    |  30.74    |  47.2     |
|  375      |  0.9957   |  0.8029   |  6.547    |  0.4306   |  6.058    |  8.195    |  81.3     |  61.49    |
|  376      |  0.9973   |  0.9466   |  2.263    |  0.5843   |  7.159    |  3.96     |  32.52    |  196.0    |
|  377      |  0.9972   |  0.6062   |  1.108    |  0.7223   |  3.394    |  3.057    |  85.02    |  207.2    |
|  378      |  0.9974   |  0.6007   |  4.906    |  0.7683   |  9.874    |  3.85     |  58.47    |  207.9    |
|  379      |  0.9972   |  0.9148   |  3.199    |  0.6868   |  8.348    |  2.448    |  55.94    |  19.34    |
|  380      |  0.9974   |  0.5595   |  5.444    |  0.8858   |  6.234    |  8.118    |  72.67    |  216.5    |
|  381      |  0.9957   |  0.772    |  1.533    |  0.4959   |  4.66     |  5.991    |  66.93    |  34.5     |
|  382      |  0.9973   |  0.7806   |  2.197    |  0.5733   |  7.654    |  0.1962   |  20.26    |  87.2     |
|  383      |  0.9973   |  0.6279   |  3.053    |  0.5296   |  5.85     |  1.575    |  24.28    |  48.75    |
|  384      |  0.9975   |  0.8708   |  1.778    |  0.7569   |  3.168    |  9.527    |  43.65    |  236.2    |
|  385      |  0.9973   |  0.7877   |  3.217    |  0.5487   |  6.984    |  7.01     |  9.767    |  108.7    |
|  386      |  0.9972   |  0.5295   |  5.198    |  0.5258   |  6.016    |  6.67     |  21.01    |  36.19    |
|  387      |  0.9974   |  0.4269   |  4.879    |  0.8078   |  6.878    |  4.076    |  88.25    |  167.7    |
|  388      |  0.9972   |  0.4308   |  6.066    |  0.6274   |  2.606    |  8.91     |  32.08    |  46.01    |
|  389      |  0.9975   |  0.8854   |  5.866    |  0.8584   |  4.046    |  8.196    |  53.12    |  66.55    |
|  390      |  0.9976   |  0.9658   |  5.511    |  0.8762   |  4.432    |  4.364    |  20.89    |  188.1    |
|  391      |  0.9957   |  0.5939   |  6.363    |  0.4828   |  2.095    |  3.91     |  81.8     |  221.0    |
|  392      |  0.9975   |  0.4704   |  4.877    |  0.8891   |  0.9633   |  5.383    |  89.52    |  190.5    |
|  393      |  0.9972   |  0.8353   |  4.84     |  0.5709   |  8.13     |  9.925    |  54.42    |  83.49    |
|  394      |  0.9974   |  0.4043   |  5.448    |  0.9861   |  7.086    |  4.752    |  75.04    |  202.3    |
|  395      |  0.9957   |  0.4786   |  6.098    |  0.4677   |  4.749    |  4.819    |  98.51    |  222.6    |
|  396      |  0.9975   |  0.8844   |  6.851    |  0.8494   |  2.96     |  6.253    |  91.36    |  66.27    |
|  397      |  0.9976   |  0.4905   |  5.456    |  0.8551   |  0.9521   |  0.8801   |  30.41    |  45.5     |
|  398      |  0.9976   |  0.7997   |  3.764    |  0.8936   |  2.703    |  0.6434   |  34.33    |  44.5     |
|  399      |  0.9976   |  0.7611   |  2.157    |  0.8008   |  0.8991   |  3.743    |  81.76    |  91.59    |
|  400      |  0.9975   |  0.5355   |  5.391    |  0.7566   |  0.5807   |  5.137    |  87.95    |  189.4    |
|  401      |  0.9973   |  0.9621   |  1.622    |  0.6342   |  4.877    |  5.336    |  53.09    |  32.7     |
|  402      |  0.9957   |  0.734    |  2.606    |  0.4749   |  7.274    |  3.334    |  24.9     |  35.97    |
|  403      |  0.9975   |  0.5072   |  3.004    |  0.8793   |  0.5495   |  9.05     |  62.5     |  177.5    |
|  404      |  0.9975   |  0.7598   |  6.702    |  0.9465   |  5.672    |  2.528    |  89.4     |  194.4    |
|  405      |  0.9975   |  0.8642   |  2.692    |  0.7918   |  6.548    |  8.556    |  50.32    |  32.07    |
|  406      |  0.9976   |  0.8152   |  2.379    |  0.9278   |  0.8882   |  2.44     |  82.98    |  91.24    |
|  407      |  0.9957   |  0.7657   |  4.6      |  0.4764   |  2.125    |  5.687    |  32.5     |  48.15    |
|  408      |  0.9975   |  0.9996   |  4.246    |  0.9662   |  6.522    |  1.843    |  91.46    |  54.25    |
|  409      |  0.9973   |  0.6871   |  4.366    |  0.6462   |  0.972    |  5.238    |  26.42    |  167.1    |
|  410      |  0.9976   |  0.9576   |  2.01     |  0.9813   |  0.6859   |  9.043    |  63.63    |  177.5    |
|  411      |  0.9957   |  0.6989   |  4.791    |  0.4017   |  8.018    |  5.336    |  23.95    |  62.69    |
|  412      |  0.9957   |  0.5386   |  4.667    |  0.4803   |  8.308    |  1.163    |  22.31    |  135.3    |
|  413      |  0.9973   |  0.6195   |  5.515    |  0.7179   |  4.372    |  3.522    |  27.57    |  48.65    |
|  414      |  0.9957   |  0.925    |  3.295    |  0.4578   |  2.677    |  2.035    |  30.62    |  46.36    |
|  415      |  0.9972   |  0.8002   |  3.826    |  0.5238   |  6.401    |  1.868    |  74.25    |  185.8    |
|  416      |  0.9974   |  0.8176   |  4.326    |  0.6933   |  2.961    |  0.775    |  34.59    |  45.29    |
|  417      |  0.9972   |  0.5414   |  2.421    |  0.7412   |  6.211    |  2.01     |  92.29    |  145.2    |
|  418      |  0.9957   |  0.5251   |  4.66     |  0.4275   |  3.418    |  1.404    |  18.63    |  203.6    |
|  419      |  0.9972   |  0.4526   |  4.234    |  0.6057   |  3.526    |  7.787    |  77.61    |  62.08    |
|  420      |  0.9973   |  0.9879   |  1.116    |  0.5399   |  7.698    |  3.714    |  73.09    |  124.3    |
|  421      |  0.9972   |  0.435    |  4.89     |  0.7122   |  6.932    |  4.603    |  13.47    |  94.95    |
|  422      |  0.9973   |  0.7966   |  6.787    |  0.5327   |  6.657    |  1.602    |  37.9     |  192.3    |
|  423      |  0.9957   |  0.8611   |  5.012    |  0.4771   |  1.955    |  2.79     |  30.62    |  47.71    |
|  424      |  0.9972   |  0.6845   |  2.968    |  0.5864   |  3.908    |  3.026    |  68.02    |  50.24    |
|  425      |  0.9957   |  0.7321   |  5.157    |  0.4091   |  0.5232   |  1.161    |  67.42    |  109.6    |
|  426      |  0.9957   |  0.8112   |  1.914    |  0.4412   |  6.198    |  6.497    |  36.54    |  159.1    |
|  427      |  0.9973   |  0.7742   |  3.332    |  0.6812   |  2.964    |  8.166    |  34.81    |  30.03    |
|  428      |  0.996    |  0.5071   |  5.889    |  0.4833   |  1.971    |  1.819    |  55.39    |  6.927    |
|  429      |  0.9972   |  0.5991   |  6.535    |  0.5831   |  2.641    |  1.83     |  73.77    |  22.77    |
|  430      |  0.9975   |  0.5924   |  1.241    |  0.8307   |  9.157    |  6.97     |  36.52    |  235.6    |
|  431      |  0.9976   |  0.7427   |  6.278    |  0.8916   |  0.7752   |  1.915    |  30.3     |  46.38    |
|  432      |  0.9957   |  0.7235   |  4.672    |  0.4816   |  3.952    |  8.009    |  36.82    |  210.5    |
|  433      |  0.9972   |  0.9447   |  5.914    |  0.5159   |  7.875    |  6.32     |  33.84    |  14.25    |
|  434      |  0.9973   |  0.9576   |  6.705    |  0.5488   |  1.14     |  6.353    |  79.95    |  242.5    |
|  435      |  0.9972   |  0.9118   |  3.217    |  0.6294   |  3.259    |  9.875    |  94.73    |  105.6    |
|  436      |  0.9972   |  0.6811   |  5.927    |  0.6998   |  4.952    |  6.034    |  66.45    |  65.11    |
|  437      |  0.9975   |  0.6656   |  4.623    |  0.9134   |  3.216    |  5.213    |  96.01    |  13.71    |
|  438      |  0.9974   |  0.9091   |  4.187    |  0.7286   |  1.959    |  0.801    |  28.73    |  90.65    |
|  439      |  0.9976   |  0.835    |  2.002    |  0.8059   |  3.875    |  0.5494   |  80.28    |  95.48    |
|  440      |  0.9975   |  0.5916   |  3.078    |  0.8127   |  5.404    |  4.953    |  70.62    |  31.3     |
|  441      |  0.9975   |  0.987    |  2.654    |  0.7547   |  6.974    |  5.955    |  10.2     |  109.6    |
|  442      |  0.9975   |  0.771    |  1.167    |  0.9608   |  7.154    |  5.061    |  63.45    |  107.7    |
|  443      |  0.9974   |  0.9808   |  5.948    |  0.6401   |  0.04694  |  3.85     |  59.9     |  173.6    |
|  444      |  0.9957   |  0.7098   |  4.077    |  0.4579   |  2.847    |  2.393    |  31.17    |  47.54    |
|  445      |  0.9957   |  0.9539   |  4.354    |  0.4886   |  8.544    |  3.333    |  90.5     |  224.6    |
|  446      |  0.9973   |  0.5247   |  2.848    |  0.7004   |  0.3427   |  0.8691   |  81.37    |  95.8     |
|  447      |  0.9957   |  0.792    |  5.051    |  0.4616   |  7.118    |  7.019    |  21.06    |  35.96    |
|  448      |  0.9972   |  0.8326   |  2.839    |  0.553    |  8.526    |  9.417    |  32.5     |  72.83    |
|  449      |  0.9976   |  0.9941   |  4.371    |  0.9516   |  1.139    |  3.576    |  90.12    |  57.21    |
|  450      |  0.9973   |  0.6042   |  6.363    |  0.6823   |  0.5156   |  5.969    |  26.63    |  166.8    |
|  451      |  0.9974   |  0.5449   |  4.706    |  0.9599   |  5.997    |  7.817    |  74.87    |  156.0    |
|  452      |  0.9957   |  0.7067   |  4.469    |  0.401    |  3.528    |  5.708    |  95.2     |  14.17    |
|  453      |  0.9973   |  0.7981   |  3.796    |  0.5467   |  1.667    |  5.317    |  47.3     |  53.73    |
|  454      |  0.9974   |  0.7907   |  4.879    |  0.5856   |  0.09366  |  1.203    |  31.07    |  48.09    |
|  455      |  0.9972   |  0.8563   |  6.783    |  0.7144   |  3.442    |  6.145    |  95.23    |  171.6    |
|  456      |  0.9975   |  0.7319   |  6.494    |  0.9827   |  9.662    |  5.312    |  47.83    |  204.4    |
|  457      |  0.9975   |  0.9703   |  5.645    |  0.9714   |  5.74     |  7.68     |  74.67    |  255.5    |
|  458      |  0.9973   |  0.7834   |  2.325    |  0.6918   |  6.201    |  6.186    |  9.454    |  108.4    |
|  459      |  0.9976   |  0.4551   |  4.658    |  0.8675   |  0.5767   |  0.3149   |  83.04    |  93.58    |
|  460      |  0.9975   |  0.7577   |  3.001    |  0.9983   |  5.245    |  2.333    |  63.59    |  139.7    |
|  461      |  0.9972   |  0.5623   |  3.723    |  0.6838   |  7.409    |  7.742    |  8.639    |  250.1    |
|  462      |  0.9973   |  0.8392   |  2.568    |  0.7149   |  4.68     |  1.418    |  29.52    |  46.96    |
|  463      |  0.9975   |  0.8658   |  3.136    |  0.8363   |  4.334    |  6.152    |  58.92    |  208.0    |
|  464      |  0.9971   |  0.4819   |  3.775    |  0.6455   |  9.3      |  5.945    |  71.75    |  187.4    |
|  465      |  0.9973   |  0.8064   |  6.119    |  0.7076   |  6.193    |  2.339    |  59.65    |  26.61    |
|  466      |  0.9976   |  0.7365   |  2.271    |  0.8867   |  0.7284   |  1.137    |  78.61    |  91.25    |
|  467      |  0.9957   |  0.663    |  3.205    |  0.4996   |  3.385    |  1.147    |  74.52    |  231.9    |
|  468      |  0.9975   |  0.6976   |  1.006    |  0.932    |  5.069    |  2.397    |  79.42    |  93.66    |
|  469      |  0.9976   |  0.8247   |  3.942    |  0.8516   |  4.655    |  0.4816   |  25.5     |  114.2    |
|  470      |  0.9972   |  0.4436   |  1.076    |  0.6629   |  8.12     |  3.999    |  28.48    |  104.0    |
|  471      |  0.9975   |  0.7979   |  6.267    |  0.918    |  2.945    |  6.287    |  91.95    |  65.64    |
|  472      |  0.9975   |  0.503    |  3.992    |  0.9011   |  1.886    |  6.994    |  45.21    |  100.8    |
|  473      |  0.9976   |  0.9401   |  3.89     |  0.9684   |  2.473    |  2.903    |  63.08    |  43.01    |
|  474      |  0.9972   |  0.5479   |  3.623    |  0.6897   |  1.515    |  4.009    |  83.73    |  92.75    |
|  475      |  0.9975   |  0.6208   |  1.712    |  0.8195   |  5.258    |  0.6853   |  45.0     |  58.42    |
|  476      |  0.9976   |  0.9992   |  6.036    |  0.8982   |  4.303    |  2.538    |  6.64     |  104.7    |
|  477      |  0.9975   |  0.505    |  1.083    |  0.8412   |  2.39     |  2.165    |  12.91    |  114.8    |
|  478      |  0.9976   |  0.7405   |  6.189    |  0.9918   |  2.612    |  0.9125   |  74.43    |  23.39    |
|  479      |  0.9973   |  0.8283   |  2.449    |  0.7169   |  3.594    |  7.552    |  47.03    |  219.0    |
|  480      |  0.9957   |  0.8648   |  5.9      |  0.433    |  0.7981   |  0.5345   |  65.99    |  24.19    |
|  481      |  0.9975   |  0.4564   |  1.326    |  0.8061   |  5.651    |  0.4443   |  44.15    |  58.02    |
|  482      |  0.9975   |  0.7175   |  5.54     |  0.8229   |  6.285    |  7.438    |  14.49    |  18.74    |
|  483      |  0.9975   |  0.884    |  6.006    |  0.9717   |  7.581    |  1.405    |  91.9     |  190.7    |
|  484      |  0.9972   |  0.525    |  3.02     |  0.6089   |  2.737    |  2.798    |  82.85    |  92.5     |
|  485      |  0.9973   |  0.7969   |  3.161    |  0.5286   |  2.355    |  2.514    |  62.95    |  62.9     |
