HYPERPARAMETERS OF EACH ITERATION:
|   iter    |  target   | baggin... | baggin... | featur... | lambda_l1 | lambda_l2 | min_ch... | num_le... |
|  244      |  0.994    |  0.6865   |  4.324    |  0.8923   |  3.893    |  4.846    |  17.52    |  150.3    |
|  245      |  0.9931   |  0.5189   |  6.423    |  0.6184   |  6.412    |  1.134    |  82.52    |  36.83    |
|  246      |  0.9939   |  0.658    |  5.27     |  0.974    |  9.027    |  5.242    |  26.34    |  45.27    |
|  247      |  0.9937   |  0.4571   |  5.2      |  0.9466   |  8.835    |  0.8001   |  76.7     |  81.24    |
|  248      |  0.9885   |  0.8457   |  5.193    |  0.4756   |  1.357    |  3.374    |  47.08    |  8.539    |
|  249      |  0.9938   |  0.4928   |  1.267    |  0.814    |  4.31     |  5.25     |  57.13    |  87.54    |
|  250      |  0.9938   |  0.5122   |  4.912    |  0.885    |  8.529    |  6.047    |  11.26    |  43.77    |
|  251      |  0.9937   |  0.5551   |  4.933    |  0.913    |  7.435    |  7.358    |  90.61    |  118.1    |
|  252      |  0.9928   |  0.8666   |  5.618    |  0.5708   |  5.631    |  5.936    |  10.31    |  12.55    |
|  253      |  0.9937   |  0.6298   |  2.654    |  0.9435   |  8.234    |  9.005    |  78.16    |  216.6    |
|  254      |  0.9933   |  0.9184   |  2.734    |  0.701    |  3.345    |  8.232    |  35.23    |  39.43    |
|  255      |  0.9938   |  0.7766   |  3.814    |  0.9666   |  8.873    |  8.954    |  90.1     |  47.99    |
|  256      |  0.989    |  0.5449   |  1.521    |  0.4517   |  7.276    |  4.52     |  85.05    |  35.65    |
|  257      |  0.9891   |  0.9296   |  2.934    |  0.4659   |  1.545    |  0.8029   |  87.26    |  249.2    |
|  258      |  0.9938   |  0.7599   |  2.65     |  0.8418   |  9.492    |  3.926    |  72.27    |  115.8    |
|  259      |  0.9931   |  0.7324   |  3.815    |  0.7063   |  6.114    |  8.924    |  60.97    |  180.6    |
|  260      |  0.9939   |  0.4964   |  5.647    |  0.9325   |  4.11     |  4.594    |  20.67    |  86.56    |
|  261      |  0.9889   |  0.4991   |  6.744    |  0.4097   |  6.148    |  2.745    |  83.51    |  238.0    |
|  262      |  0.994    |  0.7865   |  5.681    |  0.9064   |  2.565    |  2.695    |  60.53    |  183.4    |
|  263      |  0.9931   |  0.7019   |  1.014    |  0.6534   |  9.616    |  3.818    |  36.67    |  52.39    |
|  264      |  0.9931   |  0.6709   |  5.085    |  0.6232   |  7.209    |  5.891    |  70.26    |  140.4    |
|  265      |  0.9891   |  0.8212   |  5.046    |  0.4897   |  7.483    |  6.907    |  62.82    |  90.13    |
|  266      |  0.9937   |  0.4762   |  1.078    |  0.7673   |  9.192    |  3.505    |  29.87    |  145.9    |
|  267      |  0.9934   |  0.9712   |  1.743    |  0.5645   |  0.5791   |  3.794    |  73.69    |  103.1    |
|  268      |  0.9933   |  0.6583   |  2.108    |  0.5149   |  0.9821   |  9.741    |  29.37    |  235.5    |
|  269      |  0.9941   |  0.9657   |  4.789    |  0.786    |  0.632    |  1.181    |  68.63    |  110.2    |
|  270      |  0.9939   |  0.8878   |  4.318    |  0.9712   |  7.355    |  6.175    |  36.24    |  113.6    |
|  271      |  0.989    |  0.499    |  4.508    |  0.4849   |  2.97     |  5.606    |  60.71    |  158.5    |
|  272      |  0.9941   |  0.953    |  4.972    |  0.8105   |  4.182    |  0.8289   |  12.75    |  104.1    |
|  273      |  0.994    |  0.8938   |  5.076    |  0.9352   |  3.714    |  4.974    |  21.19    |  188.1    |
|  274      |  0.9932   |  0.9886   |  5.795    |  0.5828   |  9.463    |  4.351    |  10.34    |  60.79    |
|  275      |  0.994    |  0.8349   |  1.321    |  0.8888   |  7.032    |  6.985    |  11.54    |  30.92    |
|  276      |  0.9932   |  0.7395   |  6.582    |  0.5792   |  5.926    |  0.8613   |  51.63    |  78.54    |
|  277      |  0.994    |  0.977    |  4.057    |  0.8242   |  2.122    |  6.996    |  77.52    |  211.0    |
|  278      |  0.9891   |  0.4506   |  5.283    |  0.4534   |  7.675    |  2.902    |  70.38    |  137.0    |
|  279      |  0.9935   |  0.8941   |  1.041    |  0.6548   |  1.846    |  0.5109   |  44.55    |  175.4    |
|  280      |  0.9939   |  0.4274   |  4.845    |  0.8094   |  1.562    |  4.268    |  89.68    |  58.07    |
|  281      |  0.9934   |  0.7889   |  1.057    |  0.7054   |  0.2444   |  4.31     |  35.13    |  179.8    |
|  282      |  0.9933   |  0.7451   |  4.968    |  0.5176   |  5.528    |  3.106    |  23.27    |  101.4    |
|  283      |  0.994    |  0.928    |  6.598    |  0.8142   |  7.676    |  3.576    |  37.48    |  138.1    |
|  284      |  0.9931   |  0.4934   |  1.777    |  0.7166   |  7.404    |  6.819    |  8.161    |  240.4    |
|  285      |  0.9924   |  0.8624   |  4.709    |  0.6048   |  0.8977   |  5.931    |  45.93    |  7.214    |
|  286      |  0.994    |  0.9858   |  6.34     |  0.7828   |  7.098    |  2.083    |  53.38    |  18.95    |
|  287      |  0.9934   |  0.647    |  6.556    |  0.6999   |  2.61     |  3.767    |  19.08    |  108.4    |
|  288      |  0.989    |  0.6278   |  2.427    |  0.4578   |  8.212    |  9.146    |  7.938    |  239.5    |
|  289      |  0.989    |  0.5258   |  3.116    |  0.4944   |  0.498    |  2.851    |  19.69    |  147.0    |
|  290      |  0.9891   |  0.5854   |  4.65     |  0.4747   |  5.414    |  5.117    |  46.1     |  13.16    |
|  291      |  0.9931   |  0.6384   |  4.761    |  0.5876   |  7.089    |  3.856    |  66.34    |  251.4    |
|  292      |  0.9892   |  0.7426   |  2.786    |  0.4664   |  1.528    |  0.03527  |  64.15    |  149.3    |
|  293      |  0.9939   |  0.8441   |  4.736    |  0.8991   |  8.293    |  0.7447   |  74.16    |  213.3    |
|  294      |  0.9931   |  0.5434   |  1.934    |  0.5758   |  6.92     |  1.341    |  58.01    |  67.0     |
|  295      |  0.9841   |  0.4023   |  3.752    |  0.6981   |  1.573    |  3.533    |  22.22    |  3.827    |
|  296      |  0.9891   |  0.8361   |  4.816    |  0.4697   |  0.9457   |  4.511    |  91.29    |  49.67    |
|  297      |  0.9939   |  0.6802   |  5.462    |  0.8202   |  9.174    |  3.144    |  22.26    |  193.6    |
|  298      |  0.9933   |  0.513    |  2.56     |  0.7392   |  3.378    |  0.4514   |  46.24    |  44.0     |
|  299      |  0.9914   |  0.7855   |  3.567    |  0.8798   |  9.119    |  5.93     |  82.33    |  4.881    |
|  300      |  0.9939   |  0.6931   |  5.926    |  0.92     |  7.72     |  9.834    |  27.75    |  106.1    |
|  301      |  0.989    |  0.895    |  4.991    |  0.4647   |  1.814    |  3.401    |  46.7     |  202.0    |
|  302      |  0.9931   |  0.7674   |  1.965    |  0.7457   |  9.189    |  6.43     |  35.14    |  50.19    |
|  303      |  0.9939   |  0.6612   |  5.59     |  0.8269   |  3.7      |  4.024    |  91.77    |  24.63    |
|  304      |  0.9932   |  0.7159   |  2.341    |  0.5956   |  4.222    |  3.053    |  67.51    |  102.6    |
|  305      |  0.9891   |  0.4981   |  2.315    |  0.4206   |  1.861    |  5.782    |  51.53    |  204.6    |
|  306      |  0.9933   |  0.8181   |  4.922    |  0.6875   |  3.449    |  1.54     |  87.57    |  59.18    |
|  307      |  0.9927   |  0.9874   |  5.655    |  0.5845   |  3.019    |  6.209    |  74.25    |  11.13    |
|  308      |  0.9933   |  0.827    |  6.126    |  0.9003   |  9.228    |  5.93     |  91.99    |  8.739    |
|  309      |  0.993    |  0.4996   |  6.411    |  0.5165   |  8.482    |  1.382    |  93.19    |  139.8    |
|  310      |  0.9931   |  0.501    |  6.871    |  0.6469   |  7.016    |  3.696    |  16.23    |  163.5    |
|  311      |  0.9891   |  0.9355   |  1.525    |  0.4899   |  2.11     |  1.452    |  72.1     |  244.5    |
|  312      |  0.989    |  0.8048   |  2.898    |  0.4578   |  6.12     |  6.526    |  71.41    |  82.46    |
|  313      |  0.9939   |  0.7522   |  4.389    |  0.7651   |  2.94     |  5.27     |  95.41    |  14.57    |
|  314      |  0.9938   |  0.8148   |  3.779    |  0.7508   |  6.47     |  7.764    |  16.08    |  12.2     |
|  315      |  0.9941   |  0.4093   |  4.678    |  0.8045   |  0.7636   |  0.3894   |  28.21    |  43.39    |
|  316      |  0.994    |  0.6186   |  1.902    |  0.8978   |  0.9685   |  6.027    |  37.98    |  69.02    |
|  317      |  0.989    |  0.5289   |  1.902    |  0.4819   |  7.277    |  6.045    |  62.95    |  109.1    |
|  318      |  0.989    |  0.7911   |  2.532    |  0.451    |  9.184    |  8.087    |  69.76    |  176.8    |
|  319      |  0.9939   |  0.4771   |  1.697    |  0.974    |  4.066    |  1.602    |  79.0     |  170.8    |
|  320      |  0.9927   |  0.9066   |  2.531    |  0.5804   |  2.37     |  2.443    |  35.41    |  8.047    |
|  321      |  0.9939   |  0.476    |  4.154    |  0.881    |  4.492    |  0.6297   |  68.61    |  143.6    |
|  322      |  0.9932   |  0.4033   |  4.022    |  0.7335   |  5.023    |  2.768    |  19.65    |  52.88    |
|  323      |  0.9938   |  0.63     |  2.182    |  0.9817   |  7.333    |  2.681    |  77.04    |  245.7    |
|  324      |  0.994    |  0.8295   |  1.182    |  0.9619   |  4.129    |  9.161    |  58.27    |  133.1    |
|  325      |  0.9939   |  0.7331   |  5.015    |  0.8868   |  6.102    |  3.681    |  44.74    |  47.99    |
|  326      |  0.9938   |  0.5214   |  3.039    |  0.9945   |  7.007    |  3.524    |  44.47    |  110.7    |
|  327      |  0.994    |  0.7392   |  4.986    |  0.878    |  6.823    |  3.03     |  12.21    |  137.0    |
|  328      |  0.9931   |  0.5279   |  6.86     |  0.529    |  7.16     |  3.829    |  32.07    |  76.09    |
|  329      |  0.989    |  0.4243   |  2.828    |  0.4207   |  2.701    |  6.758    |  79.31    |  61.91    |
|  330      |  0.9893   |  0.8837   |  1.835    |  0.422    |  0.1867   |  0.3176   |  62.66    |  101.6    |
|  331      |  0.9932   |  0.8296   |  2.113    |  0.5639   |  4.037    |  9.62     |  52.02    |  156.3    |
|  332      |  0.9934   |  0.981    |  4.026    |  0.7325   |  0.5699   |  8.115    |  37.44    |  221.4    |
|  333      |  0.9933   |  0.7016   |  3.715    |  0.633    |  1.076    |  4.465    |  81.91    |  193.2    |
|  334      |  0.989    |  0.529    |  3.134    |  0.4636   |  4.926    |  3.331    |  80.93    |  134.1    |
|  335      |  0.9891   |  0.6421   |  4.678    |  0.4435   |  0.7987   |  9.089    |  99.35    |  186.8    |
|  336      |  0.9933   |  0.7574   |  1.936    |  0.6983   |  0.9114   |  4.58     |  53.92    |  26.53    |
|  337      |  0.9932   |  0.5515   |  1.413    |  0.6943   |  1.299    |  7.769    |  50.97    |  161.0    |
|  338      |  0.9931   |  0.8012   |  1.479    |  0.509    |  8.314    |  5.744    |  69.3     |  98.16    |
|  339      |  0.9938   |  0.4052   |  1.051    |  0.7851   |  6.554    |  0.03652  |  44.01    |  69.22    |
|  340      |  0.9932   |  0.6324   |  5.456    |  0.5432   |  3.358    |  5.546    |  77.22    |  149.9    |
|  341      |  0.989    |  0.8432   |  2.412    |  0.4352   |  7.855    |  7.087    |  56.92    |  226.9    |
|  342      |  0.9891   |  0.6608   |  3.115    |  0.453    |  3.563    |  5.261    |  18.08    |  49.4     |
|  343      |  0.9939   |  0.9374   |  4.605    |  0.8431   |  7.939    |  6.749    |  35.88    |  197.3    |
|  344      |  0.9932   |  0.9719   |  4.009    |  0.6739   |  6.133    |  1.709    |  78.89    |  187.1    |
|  345      |  0.9938   |  0.629    |  2.719    |  0.7994   |  4.99     |  6.253    |  85.77    |  238.1    |
|  346      |  0.9933   |  0.5117   |  3.657    |  0.6131   |  4.482    |  0.01649  |  44.08    |  35.34    |
|  347      |  0.9934   |  0.5285   |  1.374    |  0.993    |  0.9676   |  8.602    |  92.3     |  8.305    |
|  348      |  0.989    |  0.8321   |  3.576    |  0.469    |  5.049    |  5.62     |  39.56    |  195.4    |
|  349      |  0.9937   |  0.5082   |  1.805    |  0.9355   |  0.5782   |  8.729    |  25.18    |  10.18    |
|  350      |  0.9931   |  0.9915   |  6.045    |  0.6771   |  9.722    |  1.516    |  62.72    |  236.0    |
|  351      |  0.9931   |  0.5379   |  2.328    |  0.5972   |  2.27     |  6.313    |  87.64    |  228.9    |
|  352      |  0.9936   |  0.407    |  3.441    |  0.7575   |  9.764    |  1.935    |  99.42    |  202.5    |
|  353      |  0.9937   |  0.499    |  6.215    |  0.829    |  9.018    |  0.4429   |  87.99    |  129.7    |
|  354      |  0.9929   |  0.4611   |  2.598    |  0.6011   |  8.782    |  8.704    |  64.69    |  73.88    |
|  355      |  0.9929   |  0.4483   |  2.484    |  0.7069   |  7.365    |  8.676    |  81.95    |  220.6    |
|  356      |  0.9939   |  0.8572   |  2.63     |  0.7569   |  5.323    |  8.259    |  95.38    |  217.4    |
|  357      |  0.9937   |  0.5922   |  5.655    |  0.9755   |  7.679    |  6.476    |  94.03    |  74.98    |
|  358      |  0.9939   |  0.7264   |  4.063    |  0.7865   |  7.527    |  4.033    |  39.04    |  132.7    |
|  359      |  0.9939   |  0.6511   |  6.822    |  0.7698   |  7.588    |  2.211    |  42.56    |  181.0    |
|  360      |  0.994    |  0.4251   |  6.821    |  0.9056   |  0.3065   |  2.381    |  74.22    |  167.7    |
|  361      |  0.9929   |  0.5068   |  1.503    |  0.6575   |  9.678    |  5.685    |  51.0     |  116.8    |
|  362      |  0.9941   |  0.8856   |  4.529    |  0.8763   |  2.21     |  2.794    |  48.08    |  163.1    |
|  363      |  0.9939   |  0.6424   |  4.656    |  0.8648   |  3.473    |  8.575    |  77.35    |  22.23    |
|  364      |  0.9939   |  0.9298   |  1.427    |  0.9443   |  5.977    |  0.7039   |  75.62    |  91.93    |
|  365      |  0.9939   |  0.9663   |  1.784    |  0.9359   |  2.053    |  9.603    |  99.02    |  13.86    |
|  366      |  0.993    |  0.5213   |  3.065    |  0.5316   |  9.25     |  9.252    |  19.17    |  140.4    |
|  367      |  0.989    |  0.8036   |  3.123    |  0.4037   |  2.063    |  9.153    |  87.16    |  202.6    |
|  368      |  0.9939   |  0.536    |  6.659    |  0.9804   |  7.074    |  3.743    |  29.43    |  178.3    |
|  369      |  0.9932   |  0.7306   |  2.957    |  0.6234   |  1.222    |  9.209    |  97.68    |  161.2    |
|  370      |  0.9931   |  0.5816   |  2.849    |  0.7214   |  9.071    |  4.591    |  29.28    |  113.3    |
|  371      |  0.993    |  0.5094   |  1.784    |  0.6654   |  8.006    |  6.742    |  12.82    |  203.9    |
|  372      |  0.9892   |  0.929    |  6.376    |  0.4308   |  1.464    |  4.294    |  18.37    |  108.7    |
|  373      |  0.9933   |  0.5251   |  5.499    |  0.5108   |  1.396    |  5.344    |  32.4     |  201.3    |
|  374      |  0.9932   |  0.5347   |  5.855    |  0.5764   |  0.2657   |  6.732    |  69.01    |  81.46    |
|  375      |  0.989    |  0.8029   |  6.547    |  0.4306   |  6.058    |  8.195    |  81.3     |  61.49    |
|  376      |  0.9932   |  0.9466   |  2.263    |  0.5843   |  7.159    |  3.96     |  32.52    |  196.0    |
|  377      |  0.9932   |  0.6062   |  1.108    |  0.7223   |  3.394    |  3.057    |  85.02    |  207.2    |
|  378      |  0.9939   |  0.7867   |  3.067    |  0.8227   |  6.046    |  4.761    |  59.27    |  123.9    |
|  379      |  0.9931   |  0.9148   |  3.199    |  0.6868   |  8.348    |  2.448    |  55.94    |  19.34    |
|  380      |  0.9938   |  0.5595   |  5.444    |  0.8858   |  6.234    |  8.118    |  72.67    |  216.5    |
|  381      |  0.9891   |  0.772    |  1.533    |  0.4959   |  4.66     |  5.991    |  66.93    |  34.5     |
|  382      |  0.9932   |  0.7806   |  2.197    |  0.5733   |  7.654    |  0.1962   |  20.26    |  87.2     |
|  383      |  0.989    |  0.9616   |  6.404    |  0.4269   |  1.188    |  9.381    |  67.06    |  27.37    |
|  384      |  0.994    |  0.8708   |  1.778    |  0.7569   |  3.168    |  9.527    |  43.65    |  236.2    |
|  385      |  0.9931   |  0.6892   |  3.146    |  0.5731   |  7.642    |  9.183    |  25.73    |  71.03    |
|  386      |  0.9931   |  0.5295   |  5.198    |  0.5258   |  6.016    |  6.67     |  21.01    |  36.19    |
|  387      |  0.9936   |  0.4269   |  4.879    |  0.8078   |  6.878    |  4.076    |  88.25    |  167.7    |
|  388      |  0.9932   |  0.4308   |  6.066    |  0.6274   |  2.606    |  8.91     |  32.08    |  46.01    |
|  389      |  0.994    |  0.8854   |  5.866    |  0.8584   |  4.046    |  8.196    |  53.12    |  66.55    |
|  390      |  0.9933   |  0.8044   |  2.222    |  0.5912   |  2.663    |  7.41     |  66.03    |  141.3    |
|  391      |  0.9891   |  0.5939   |  6.363    |  0.4828   |  2.095    |  3.91     |  81.8     |  221.0    |
|  392      |  0.9931   |  0.573    |  5.943    |  0.6555   |  5.011    |  4.394    |  79.89    |  76.2     |
|  393      |  0.9939   |  0.6052   |  6.17     |  0.8203   |  3.871    |  4.573    |  51.09    |  76.54    |
|  394      |  0.9936   |  0.4043   |  5.448    |  0.9861   |  7.086    |  4.752    |  75.04    |  202.3    |
|  395      |  0.9889   |  0.4786   |  6.098    |  0.4677   |  4.749    |  4.819    |  98.51    |  222.6    |
|  396      |  0.994    |  0.8844   |  6.851    |  0.8494   |  2.96     |  6.253    |  91.36    |  66.27    |
|  397      |  0.993    |  0.5329   |  1.928    |  0.5005   |  8.579    |  8.121    |  73.38    |  133.3    |
|  398      |  0.9941   |  0.7997   |  3.764    |  0.8936   |  2.703    |  0.6434   |  34.33    |  44.5     |
|  399      |  0.9931   |  0.775    |  6.082    |  0.5507   |  8.557    |  9.735    |  84.96    |  108.7    |
|  400      |  0.9939   |  0.8066   |  6.431    |  0.8503   |  9.152    |  6.529    |  20.43    |  18.09    |
|  401      |  0.9933   |  0.9621   |  1.622    |  0.6342   |  4.877    |  5.336    |  53.09    |  32.7     |
|  402      |  0.9891   |  0.734    |  2.606    |  0.4749   |  7.274    |  3.334    |  24.9     |  35.97    |
|  403      |  0.9939   |  0.5072   |  3.004    |  0.8793   |  0.5495   |  9.05     |  62.5     |  177.5    |
|  404      |  0.9939   |  0.7598   |  6.702    |  0.9465   |  5.672    |  2.528    |  89.4     |  194.4    |
|  405      |  0.994    |  0.9642   |  3.023    |  0.9675   |  5.835    |  4.401    |  18.72    |  19.05    |
|  406      |  0.9931   |  0.9253   |  1.397    |  0.6429   |  7.769    |  8.298    |  83.79    |  252.6    |
|  407      |  0.993    |  0.44     |  3.953    |  0.5564   |  6.12     |  9.551    |  57.86    |  86.49    |
|  408      |  0.9939   |  0.9996   |  4.246    |  0.9662   |  6.522    |  1.843    |  91.46    |  54.25    |
|  409      |  0.9941   |  0.8955   |  5.637    |  0.8098   |  0.7305   |  0.2411   |  68.28    |  187.8    |
|  410      |  0.9933   |  0.7547   |  3.541    |  0.6261   |  5.897    |  1.425    |  15.72    |  194.8    |
|  411      |  0.989    |  0.6989   |  4.791    |  0.4017   |  8.018    |  5.336    |  23.95    |  62.69    |
|  412      |  0.989    |  0.5386   |  4.667    |  0.4803   |  8.308    |  1.163    |  22.31    |  135.3    |
|  413      |  0.9939   |  0.4209   |  4.619    |  0.853    |  3.104    |  2.604    |  45.42    |  155.6    |
|  414      |  0.989    |  0.7929   |  4.029    |  0.4822   |  0.6228   |  9.252    |  91.65    |  113.8    |
|  415      |  0.9932   |  0.8002   |  3.826    |  0.5238   |  6.401    |  1.868    |  74.25    |  185.8    |
|  416      |  0.994    |  0.7623   |  6.177    |  0.8466   |  2.915    |  1.314    |  81.8     |  106.8    |
|  417      |  0.9931   |  0.5414   |  2.421    |  0.7412   |  6.211    |  2.01     |  92.29    |  145.2    |
|  418      |  0.9891   |  0.5251   |  4.66     |  0.4275   |  3.418    |  1.404    |  18.63    |  203.6    |
|  419      |  0.9931   |  0.4526   |  4.234    |  0.6057   |  3.526    |  7.787    |  77.61    |  62.08    |
|  420      |  0.9931   |  0.9879   |  1.116    |  0.5399   |  7.698    |  3.714    |  73.09    |  124.3    |
|  421      |  0.9932   |  0.5142   |  3.957    |  0.6704   |  5.523    |  1.23     |  32.57    |  241.8    |
|  422      |  0.9932   |  0.7966   |  6.787    |  0.5327   |  6.657    |  1.602    |  37.9     |  192.3    |
|  423      |  0.9932   |  0.5716   |  1.662    |  0.696    |  1.767    |  8.87     |  74.02    |  107.6    |
|  424      |  0.9932   |  0.6845   |  2.968    |  0.5864   |  3.908    |  3.026    |  68.02    |  50.24    |
|  425      |  0.9933   |  0.453    |  3.209    |  0.6572   |  0.1532   |  6.856    |  15.64    |  32.79    |
|  426      |  0.9891   |  0.8112   |  1.914    |  0.4412   |  6.198    |  6.497    |  36.54    |  159.1    |
|  427      |  0.9933   |  0.7742   |  3.332    |  0.6812   |  2.964    |  8.166    |  34.81    |  30.03    |
|  428      |  0.9876   |  0.5071   |  5.889    |  0.4833   |  1.971    |  1.819    |  55.39    |  6.927    |
|  429      |  0.9932   |  0.5991   |  6.535    |  0.5831   |  2.641    |  1.83     |  73.77    |  22.77    |
|  430      |  0.9938   |  0.5924   |  1.241    |  0.8307   |  9.157    |  6.97     |  36.52    |  235.6    |
|  431      |  0.9927   |  0.8198   |  1.786    |  0.6235   |  0.1016   |  6.385    |  36.87    |  9.875    |
|  432      |  0.989    |  0.7235   |  4.672    |  0.4816   |  3.952    |  8.009    |  36.82    |  210.5    |
|  433      |  0.993    |  0.9447   |  5.914    |  0.5159   |  7.875    |  6.32     |  33.84    |  14.25    |
|  434      |  0.9933   |  0.9576   |  6.705    |  0.5488   |  1.14     |  6.353    |  79.95    |  242.5    |
|  435      |  0.9932   |  0.9118   |  3.217    |  0.6294   |  3.259    |  9.875    |  94.73    |  105.6    |
|  436      |  0.9931   |  0.6811   |  5.927    |  0.6998   |  4.952    |  6.034    |  66.45    |  65.11    |
|  437      |  0.9941   |  0.6837   |  4.722    |  0.9064   |  0.4524   |  0.06975  |  33.44    |  41.54    |
|  438      |  0.9934   |  0.9091   |  4.187    |  0.7286   |  1.959    |  0.801    |  28.73    |  90.65    |
|  439      |  0.9939   |  0.7003   |  4.344    |  0.861    |  2.788    |  7.913    |  74.39    |  33.38    |
|  440      |  0.9938   |  0.5916   |  3.078    |  0.8127   |  5.404    |  4.953    |  70.62    |  31.3     |
|  441      |  0.994    |  0.7976   |  6.162    |  0.9743   |  3.17     |  0.3978   |  81.68    |  107.5    |
|  442      |  0.9933   |  0.4743   |  5.903    |  0.5515   |  1.073    |  0.7188   |  68.3     |  187.2    |
|  443      |  0.9931   |  0.8278   |  4.216    |  0.7151   |  8.113    |  7.085    |  83.59    |  91.69    |
|  444      |  0.9932   |  0.6024   |  3.264    |  0.7301   |  2.65     |  8.914    |  11.82    |  126.4    |
|  445      |  0.9891   |  0.9539   |  4.354    |  0.4886   |  8.544    |  3.333    |  90.5     |  224.6    |
|  446      |  0.9929   |  0.4326   |  3.462    |  0.6695   |  4.843    |  8.156    |  95.25    |  217.4    |
|  447      |  0.9939   |  0.7325   |  1.889    |  0.9546   |  4.85     |  7.053    |  85.73    |  104.7    |
|  448      |  0.9931   |  0.8326   |  2.839    |  0.553    |  8.526    |  9.417    |  32.5     |  72.83    |
|  449      |  0.9934   |  0.7348   |  3.484    |  0.7064   |  0.5215   |  0.4725   |  76.89    |  229.6    |
|  450      |  0.9941   |  0.7024   |  6.318    |  0.8704   |  0.8961   |  1.357    |  97.18    |  55.63    |
|  451      |  0.9938   |  0.5449   |  4.706    |  0.9599   |  5.997    |  7.817    |  74.87    |  156.0    |
|  452      |  0.9939   |  0.6472   |  1.746    |  0.9871   |  4.412    |  1.577    |  79.31    |  171.5    |
|  453      |  0.9934   |  0.7981   |  3.796    |  0.5467   |  1.667    |  5.317    |  47.3     |  53.73    |
|  454      |  0.9939   |  0.5673   |  6.574    |  0.8999   |  4.759    |  4.203    |  20.44    |  86.66    |
|  455      |  0.9932   |  0.8563   |  6.783    |  0.7144   |  3.442    |  6.145    |  95.23    |  171.6    |
|  456      |  0.9938   |  0.7319   |  6.494    |  0.9827   |  9.662    |  5.312    |  47.83    |  204.4    |
|  457      |  0.9939   |  0.9703   |  5.645    |  0.9714   |  5.74     |  7.68     |  74.67    |  255.5    |
|  458      |  0.9932   |  0.7834   |  2.325    |  0.6918   |  6.201    |  6.186    |  9.454    |  108.4    |
|  459      |  0.993    |  0.4405   |  4.847    |  0.5713   |  6.321    |  6.383    |  51.69    |  235.5    |
|  460      |  0.9939   |  0.7577   |  3.001    |  0.9983   |  5.245    |  2.333    |  63.59    |  139.7    |
|  461      |  0.9934   |  0.6212   |  3.904    |  0.6611   |  0.593    |  6.422    |  27.01    |  164.8    |
|  462      |  0.9933   |  0.8392   |  2.568    |  0.7149   |  4.68     |  1.418    |  29.52    |  46.96    |
|  463      |  0.994    |  0.8658   |  3.136    |  0.8363   |  4.334    |  6.152    |  58.92    |  208.0    |
|  464      |  0.9929   |  0.4819   |  3.775    |  0.6455   |  9.3      |  5.945    |  71.75    |  187.4    |
|  465      |  0.9931   |  0.8064   |  6.119    |  0.7076   |  6.193    |  2.339    |  59.65    |  26.61    |
|  466      |  0.9891   |  0.9998   |  4.33     |  0.4956   |  8.998    |  4.578    |  26.17    |  45.96    |
|  467      |  0.9938   |  0.4769   |  3.697    |  0.8521   |  7.118    |  5.405    |  36.95    |  113.6    |
|  468      |  0.994    |  0.955    |  5.239    |  0.8041   |  6.694    |  2.935    |  13.01    |  136.6    |
|  469      |  0.9933   |  0.8671   |  3.323    |  0.651    |  5.11     |  1.141    |  28.87    |  42.59    |
|  470      |  0.993    |  0.4436   |  1.076    |  0.6629   |  8.12     |  3.999    |  28.48    |  104.0    |
|  471      |  0.994    |  0.7979   |  6.267    |  0.918    |  2.945    |  6.287    |  91.95    |  65.64    |
|  472      |  0.9937   |  0.485    |  5.785    |  0.9637   |  8.462    |  7.682    |  23.51    |  228.6    |
|  473      |  0.9941   |  0.9401   |  3.89     |  0.9684   |  2.473    |  2.903    |  63.08    |  43.01    |
|  474      |  0.9935   |  0.4973   |  3.675    |  0.6413   |  0.1965   |  0.771    |  32.85    |  40.58    |
|  475      |  0.994    |  0.6208   |  1.712    |  0.8195   |  5.258    |  0.6853   |  45.0     |  58.42    |
|  476      |  0.9941   |  0.9992   |  6.036    |  0.8982   |  4.303    |  2.538    |  6.64     |  104.7    |
|  477      |  0.994    |  0.505    |  1.083    |  0.8412   |  2.39     |  2.165    |  12.91    |  114.8    |
|  478      |  0.9934   |  0.716    |  6.238    |  0.6088   |  1.721    |  0.8007   |  81.51    |  106.7    |
|  479      |  0.9933   |  0.8283   |  2.449    |  0.7169   |  3.594    |  7.552    |  47.03    |  219.0    |
|  480      |  0.9891   |  0.8648   |  5.9      |  0.433    |  0.7981   |  0.5345   |  65.99    |  24.19    |
|  481      |  0.9939   |  0.4564   |  1.326    |  0.8061   |  5.651    |  0.4443   |  44.15    |  58.02    |
|  482      |  0.9939   |  0.7175   |  5.54     |  0.8229   |  6.285    |  7.438    |  14.49    |  18.74    |
|  483      |  0.9939   |  0.884    |  6.006    |  0.9717   |  7.581    |  1.405    |  91.9     |  190.7    |
|  484      |  0.9933   |  0.8504   |  5.794    |  0.5234   |  3.784    |  5.72     |  21.65    |  188.5    |
|  485      |  0.9933   |  0.7969   |  3.161    |  0.5286   |  2.355    |  2.514    |  62.95    |  62.9     |
|  486      |  0.9931   |  0.5132   |  2.097    |  0.5837   |  6.281    |  4.791    |  61.0     |  109.6    |
|  487      |  0.9939   |  0.4167   |  2.624    |  0.7819   |  2.321    |  2.639    |  86.63    |  116.7    |
|  488      |  0.9932   |  0.8947   |  2.056    |  0.6232   |  7.095    |  2.709    |  9.648    |  58.44    |
